doc_id,char_idx,punct,left_context,right_context,centered_context,token_before,token_after,label
en_gum-ud-train,155119,.," this from Geri, and I loved it.
 

It's beautiful","
 

And and, I can see all kinda things in it.
 

"," this from Geri, and I loved it.
 

It's beautiful.
 

And and, I can see all kinda things in it.
 

",beautiful,And,1
en_gum-ud-train,155165,.,"iful.
 

And and, I can see all kinda things in it","
 

It's got a lotta color and —
 

Lotta color.
 ","iful.
 

And and, I can see all kinda things in it.
 

It's got a lotta color and —
 

Lotta color.
 ",it,It's,1
en_gum-ud-train,155213,.,"it.
 

It's got a lotta color and —
 

Lotta color","
 I see a Chinese junk.
 At any rate, to make a lo","it.
 

It's got a lotta color and —
 

Lotta color.
 I see a Chinese junk.
 At any rate, to make a lo",color,I,1
en_gum-ud-train,155236,.," color and —
 

Lotta color.
 I see a Chinese junk","
 At any rate, to make a long s- — this fellow
LeR"," color and —
 

Lotta color.
 I see a Chinese junk.
 At any rate, to make a long s- — this fellow
LeR",junk,At,1
en_gum-ud-train,155307,.,"ke a long s- — this fellow
LeRoy Neiman, over here","
 Sports artist.
 Not the same guy, as this guy Ni","ke a long s- — this fellow
LeRoy Neiman, over here.
 Sports artist.
 Not the same guy, as this guy Ni",here,Sports,1
en_gum-ud-train,155323,.,"his fellow
LeRoy Neiman, over here.
 Sports artist","
 Not the same guy, as this guy Nierman.

I've for","his fellow
LeRoy Neiman, over here.
 Sports artist.
 Not the same guy, as this guy Nierman.

I've for",artist,Not,1
en_gum-ud-train,155363,.,"rts artist.
 Not the same guy, as this guy Nierman","

I've forgotten his name.
 

Oh I thought there w","rts artist.
 Not the same guy, as this guy Nierman.

I've forgotten his name.
 

Oh I thought there w",Nierman,I've,1
en_gum-ud-train,155389,.,"guy, as this guy Nierman.

I've forgotten his name","
 

Oh I thought there was a connection.
 

No.
 N","guy, as this guy Nierman.

I've forgotten his name.
 

Oh I thought there was a connection.
 

No.
 N",name,Oh,1
en_gum-ud-train,155429,.,"n his name.
 

Oh I thought there was a connection","
 

No.
 No connection.
 K- there is a connection ","n his name.
 

Oh I thought there was a connection.
 

No.
 No connection.
 K- there is a connection ",connection,No,1
en_gum-ud-train,155436,.,"ame.
 

Oh I thought there was a connection.
 

No","
 No connection.
 K- there is a connection on the ","ame.
 

Oh I thought there was a connection.
 

No.
 No connection.
 K- there is a connection on the ",No,No,1
en_gum-ud-train,155452,.,"ught there was a connection.
 

No.
 No connection","
 K- there is a connection on the story.
 Well, we","ught there was a connection.
 

No.
 No connection.
 K- there is a connection on the story.
 Well, we",connection,K-,1
en_gum-ud-train,155492,.,"connection.
 K- there is a connection on the story","
 Well, we looked at a
lot of art, in in in the, i","connection.
 K- there is a connection on the story.
 Well, we looked at a
lot of art, in in in the, i",story,Well,1
en_gum-ud-train,155644,.,"t
weather and, like that uh, it was sorta like, uh","
 What the hell they call the
district in New York","t
weather and, like that uh, it was sorta like, uh.
 What the hell they call the
district in New York",uh,What,1
en_gum-ud-train,155763,?," they put all the artists, put their
paintings out","
 Uh, the Village, the Village.
 

The Village.
 
"," they put all the artists, put their
paintings out?
 Uh, the Village, the Village.
 

The Village.
 
",out,Uh,1
en_gum-ud-train,155794,.,"their
paintings out?
 Uh, the Village, the Village","
 

The Village.
 

You know all the all these art","their
paintings out?
 Uh, the Village, the Village.
 

The Village.
 

You know all the all these art",Village,The,1
en_gum-ud-train,155810,.,"out?
 Uh, the Village, the Village.
 

The Village","
 

You know all the all these artists put their —","out?
 Uh, the Village, the Village.
 

The Village.
 

You know all the all these artists put their —",Village,You,1
en_gum-ud-train,155911,.,"
 Well they had, must've had three
areas like that","
 Parks with paintings, and my God, there must've ","
 Well they had, must've had three
areas like that.
 Parks with paintings, and my God, there must've ",that,Parks,1
en_gum-ud-train,155989,.," my God, there must've been thousands
of paintings","
 And uh, most of em, very inexpensive.
 Uh starvi"," my God, there must've been thousands
of paintings.
 And uh, most of em, very inexpensive.
 Uh starvi",paintings,And,1
en_gum-ud-train,156028,.,"f paintings.
 And uh, most of em, very inexpensive","
 Uh starving artists that
were down there, lots o","f paintings.
 And uh, most of em, very inexpensive.
 Uh starving artists that
were down there, lots o",inexpensive,Uh,1
en_gum-ud-train,156089,.,"ing artists that
were down there, lots of American","
 Well, uh, we wandered around down in the, the
ar","ing artists that
were down there, lots of American.
 Well, uh, we wandered around down in the, the
ar",American,Well,1
en_gum-ud-train,156258,.,"here, uh,
most of the jewelry shops are and things","
 It's got a name.
 I can't remember,
I've never b","here, uh,
most of the jewelry shops are and things.
 It's got a name.
 I can't remember,
I've never b",things,It's,1
en_gum-ud-train,156276,.,"the jewelry shops are and things.
 It's got a name","
 I can't remember,
I've never been back.
 They al","the jewelry shops are and things.
 It's got a name.
 I can't remember,
I've never been back.
 They al",name,I,1
en_gum-ud-train,156317,.,"ot a name.
 I can't remember,
I've never been back","
 They also had a lot of, uh, artist galleries dow","ot a name.
 I can't remember,
I've never been back.
 They also had a lot of, uh, artist galleries dow",back,They,1
en_gum-ud-train,156375,.,"also had a lot of, uh, artist galleries down there","

And I walked into this gallery, during one of ou","also had a lot of, uh, artist galleries down there.

And I walked into this gallery, during one of ou",there,And,1
en_gum-ud-train,156463,.,"ing one of our — we were down there maybe ten
days","
 And I saw this guy Nierman.
 I never heard of hi","ing one of our — we were down there maybe ten
days.
 And I saw this guy Nierman.
 I never heard of hi",days,And,1
en_gum-ud-train,156492,.," there maybe ten
days.
 And I saw this guy Nierman","
 I never heard of him, at that time.
 He he he
go"," there maybe ten
days.
 And I saw this guy Nierman.
 I never heard of him, at that time.
 He he he
go",Nierman,I,1
en_gum-ud-train,156529,.,"s guy Nierman.
 I never heard of him, at that time","
 He he he
got famous at the nineteen, uh, probabl","s guy Nierman.
 I never heard of him, at that time.
 He he he
got famous at the nineteen, uh, probabl",time,He,1
en_gum-ud-train,156602,.,"at the nineteen, uh, probably seventy-two Olympics","
 Uh, but his c- —
his art was already in collecti","at the nineteen, uh, probably seventy-two Olympics.
 Uh, but his c- —
his art was already in collecti",Olympics,Uh,1
en_gum-ud-train,156678,.,t was already in collections of guys like Edward G," Robinson, it was very
popular in Hollywood.
 He a","t was already in collections of guys like Edward G. Robinson, it was very
popular in Hollywood.
 He a",G,Robinson,0
en_gum-ud-train,156722,.,"ward G. Robinson, it was very
popular in Hollywood","
 He also was very prolific.
 Big handlebar mustac","ward G. Robinson, it was very
popular in Hollywood.
 He also was very prolific.
 Big handlebar mustac",Hollywood,He,1
en_gum-ud-train,156750,.,"y
popular in Hollywood.
 He also was very prolific","
 Big handlebar mustache.
 And I
walked in, and th","y
popular in Hollywood.
 He also was very prolific.
 Big handlebar mustache.
 And I
walked in, and th",prolific,Big,1
en_gum-ud-train,156775,.,"He also was very prolific.
 Big handlebar mustache","
 And I
walked in, and there must have been about,","He also was very prolific.
 Big handlebar mustache.
 And I
walked in, and there must have been about,",mustache,And,1
en_gum-ud-train,156863,.,"e been about, twelve or fifteen paintings in there","

They were, uh —
 

You walked into his studio, o","e been about, twelve or fifteen paintings in there.

They were, uh —
 

You walked into his studio, o",there,They,1
en_gum-ud-train,156937,.,"u walked into his studio, or —
 

It was a gallery","
 Uh, he didn't live there.
 He didn't live in Mex","u walked into his studio, or —
 

It was a gallery.
 Uh, he didn't live there.
 He didn't live in Mex",gallery,Uh,1
en_gum-ud-train,156964,.,"r —
 

It was a gallery.
 Uh, he didn't live there","
 He didn't live in Mexico.
 

Okay.
 

The oth- t","r —
 

It was a gallery.
 Uh, he didn't live there.
 He didn't live in Mexico.
 

Okay.
 

The oth- t",there,He,1
en_gum-ud-train,156991,.,"h, he didn't live there.
 He didn't live in Mexico","
 

Okay.
 

The oth- th- the guy n- — th- the Jew","h, he didn't live there.
 He didn't live in Mexico.
 

Okay.
 

The oth- th- the guy n- — th- the Jew",Mexico,Okay,1
en_gum-ud-train,157000,.,"n't live there.
 He didn't live in Mexico.
 

Okay","
 

The oth- th- the guy n- — th- the Jewish fello","n't live there.
 He didn't live in Mexico.
 

Okay.
 

The oth- th- the guy n- — th- the Jewish fello",Okay,The,1
en_gum-ud-train,157052,.," 

The oth- th- the guy n- — th- the Jewish fellow","
 They're both Jewish.
 

Okay.
 

Th- th- this gu"," 

The oth- th- the guy n- — th- the Jewish fellow.
 They're both Jewish.
 

Okay.
 

Th- th- this gu",fellow,They're,1
en_gum-ud-train,157074,.,"y n- — th- the Jewish fellow.
 They're both Jewish","
 

Okay.
 

Th- th- this guy Nierman, who was a M","y n- — th- the Jewish fellow.
 They're both Jewish.
 

Okay.
 

Th- th- this guy Nierman, who was a M",Jewish,Okay,1
en_gum-ud-train,157083,.,"- the Jewish fellow.
 They're both Jewish.
 

Okay","
 

Th- th- this guy Nierman, who was a Mexican na","- the Jewish fellow.
 They're both Jewish.
 

Okay.
 

Th- th- this guy Nierman, who was a Mexican na",Okay,Th-,1
en_gum-ud-train,157153,.,"y Nierman, who was a Mexican national, lived there","
 

Okay.
 

Forgotten his first name.
 Leonardo N","y Nierman, who was a Mexican national, lived there.
 

Okay.
 

Forgotten his first name.
 Leonardo N",there,Okay,1
en_gum-ud-train,157162,.,", who was a Mexican national, lived there.
 

Okay","
 

Forgotten his first name.
 Leonardo Nierman or",", who was a Mexican national, lived there.
 

Okay.
 

Forgotten his first name.
 Leonardo Nierman or",Okay,Forgotten,1
en_gum-ud-train,157191,.," lived there.
 

Okay.
 

Forgotten his first name","
 Leonardo Nierman or something.
 But any rate, bu"," lived there.
 

Okay.
 

Forgotten his first name.
 Leonardo Nierman or something.
 But any rate, bu",name,Leonardo,1
en_gum-ud-train,157223,.,"ten his first name.
 Leonardo Nierman or something","
 But any rate, but uh,
this guy's name was LeRoy ","ten his first name.
 Leonardo Nierman or something.
 But any rate, but uh,
this guy's name was LeRoy ",something,But,1
en_gum-ud-train,157331,.," I'd never heard of him, well I'd heard of
Nierman","
 Uh, because Rae went down there wanting to buy o"," I'd never heard of him, well I'd heard of
Nierman.
 Uh, because Rae went down there wanting to buy o",Nierman,Uh,1
en_gum-ud-train,157403,.,t down there wanting to buy one of those paintings,"

These were paintings, which I'd say were about t","t down there wanting to buy one of those paintings.

These were paintings, which I'd say were about t",paintings,These,1
en_gum-ud-train,157509,.,"ze of this Joe Namath
there, which is a seriograph","
 And, we went in, and uh, they were just back fro","ze of this Joe Namath
there, which is a seriograph.
 And, we went in, and uh, they were just back fro",seriograph,And,1
en_gum-ud-train,157604,.,"ck from
Acapulco, season was just over in Acapulco","
 And he had about fifteen twenty
paintings, twent","ck from
Acapulco, season was just over in Acapulco.
 And he had about fifteen twenty
paintings, twent",Acapulco,And,1
en_gum-ud-train,157749,.,"ces, that's what he
did, they were about that size","
 I'd been in there, oh God I looked at em, they
j","ces, that's what he
did, they were about that size.
 I'd been in there, oh God I looked at em, they
j",size,I'd,1
en_gum-ud-train,157838,.,"t em, they
just struck me as something, I loved em","
 They were great.
 

Cool.
 Alright folks.
 Well ","t em, they
just struck me as something, I loved em.
 They were great.
 

Cool.
 Alright folks.
 Well ",em,They,1
en_gum-ud-train,157856,.,"ruck me as something, I loved em.
 They were great","
 

Cool.
 Alright folks.
 Well alreet, well alroo","ruck me as something, I loved em.
 They were great.
 

Cool.
 Alright folks.
 Well alreet, well alroo",great,Cool,1
en_gum-ud-train,157865,.,"s something, I loved em.
 They were great.
 

Cool","
 Alright folks.
 Well alreet, well alroot, well a","s something, I loved em.
 They were great.
 

Cool.
 Alright folks.
 Well alreet, well alroot, well a",Cool,Alright,1
en_gum-ud-train,157881,.,"oved em.
 They were great.
 

Cool.
 Alright folks","
 Well alreet, well alroot, well alright.
 By now ","oved em.
 They were great.
 

Cool.
 Alright folks.
 Well alreet, well alroot, well alright.
 By now ",folks,Well,1
en_gum-ud-train,157922,.,"ght folks.
 Well alreet, well alroot, well alright","
 By now I'm sure
you're wondering about the diffe","ght folks.
 Well alreet, well alroot, well alright.
 By now I'm sure
you're wondering about the diffe",alright,By,1
en_gum-ud-train,158078,., would like to talk to you about these three items,"
 I have here, some
ice in a pan, water in this gl"," would like to talk to you about these three items.
 I have here, some
ice in a pan, water in this gl",items,I,1
en_gum-ud-train,158164,.,"ater in this glass, and steam rising from this pot","
 Now, I would
like to ask you, how these three th","ater in this glass, and steam rising from this pot.
 Now, I would
like to ask you, how these three th",pot,Now,1
en_gum-ud-train,158219,.,"w, I would
like to ask you, how these three things","
 Tell me please.
 How are they all alike.

These ","w, I would
like to ask you, how these three things.
 Tell me please.
 How are they all alike.

These ",things,Tell,1
en_gum-ud-train,158236,.,"o ask you, how these three things.
 Tell me please","
 How are they all alike.

These three things.
 Th","o ask you, how these three things.
 Tell me please.
 How are they all alike.

These three things.
 Th",please,How,1
en_gum-ud-train,158261,.,"e things.
 Tell me please.
 How are they all alike","

These three things.
 This ice here in this pan.
","e things.
 Tell me please.
 How are they all alike.

These three things.
 This ice here in this pan.
",alike,These,1
en_gum-ud-train,158282,.,"ease.
 How are they all alike.

These three things","
 This ice here in this pan.
 This water in this g","ease.
 How are they all alike.

These three things.
 This ice here in this pan.
 This water in this g",things,This,1
en_gum-ud-train,158310,.,"e.

These three things.
 This ice here in this pan","
 This water in this glass, and the
steam rising f","e.

These three things.
 This ice here in this pan.
 This water in this glass, and the
steam rising f",pan,This,1
en_gum-ud-train,158418,.,"s pot, just yell it out, we are informal here, yes","

Correct.
 They are all forms of water.
 This ice","s pot, just yell it out, we are informal here, yes.

Correct.
 They are all forms of water.
 This ice",yes,Correct,1
en_gum-ud-train,158428,.,"t yell it out, we are informal here, yes.

Correct","
 They are all forms of water.
 This ice here of c","t yell it out, we are informal here, yes.

Correct.
 They are all forms of water.
 This ice here of c",Correct,They,1
en_gum-ud-train,158458,.," here, yes.

Correct.
 They are all forms of water","
 This ice here of course is water, I told
you the"," here, yes.

Correct.
 They are all forms of water.
 This ice here of course is water, I told
you the",water,This,1
en_gum-ud-train,158609,.,"water boil at home, so
you are familiar with steam","
 But now let's try to figure out how they're
diff","water boil at home, so
you are familiar with steam.
 But now let's try to figure out how they're
diff",steam,But,1
en_gum-ud-train,158699,.,"hey're
different, we'll look at temperature, first","
 And the temperature of this water
here, the ice,","hey're
different, we'll look at temperature, first.
 And the temperature of this water
here, the ice,",first,And,1
en_gum-ud-train,158799,.,", is, about uh twenty-four – woo- nineteen degrees","
 Very cold.
 The
temperature of this w- water her",", is, about uh twenty-four – woo- nineteen degrees.
 Very cold.
 The
temperature of this w- water her",degrees,Very,1
en_gum-ud-train,158811,.,"uh twenty-four – woo- nineteen degrees.
 Very cold","
 The
temperature of this w- water here, is sixty-","uh twenty-four – woo- nineteen degrees.
 Very cold.
 The
temperature of this w- water here, is sixty-",cold,The,1
en_gum-ud-train,158939,.,"re of
this steam, is, I know it's hotter than that","
 Yeah, it's about a hundred and
eleven degrees.
 ","re of
this steam, is, I know it's hotter than that.
 Yeah, it's about a hundred and
eleven degrees.
 ",that,Yeah,1
en_gum-ud-train,158987,.,"at.
 Yeah, it's about a hundred and
eleven degrees","
 Okay.
 Fahrenheit.
 Okay.
 Oh, and by the way gu","at.
 Yeah, it's about a hundred and
eleven degrees.
 Okay.
 Fahrenheit.
 Okay.
 Oh, and by the way gu",degrees,Okay,1
en_gum-ud-train,158994,.,"ah, it's about a hundred and
eleven degrees.
 Okay","
 Fahrenheit.
 Okay.
 Oh, and by the way guys, wha","ah, it's about a hundred and
eleven degrees.
 Okay.
 Fahrenheit.
 Okay.
 Oh, and by the way guys, wha",Okay,Fahrenheit,1
en_gum-ud-train,159007,.,"t a hundred and
eleven degrees.
 Okay.
 Fahrenheit","
 Okay.
 Oh, and by the way guys, what do we call
","t a hundred and
eleven degrees.
 Okay.
 Fahrenheit.
 Okay.
 Oh, and by the way guys, what do we call
",Fahrenheit,Okay,1
en_gum-ud-train,159014,.,"dred and
eleven degrees.
 Okay.
 Fahrenheit.
 Okay","
 Oh, and by the way guys, what do we call
somethi","dred and
eleven degrees.
 Okay.
 Fahrenheit.
 Okay.
 Oh, and by the way guys, what do we call
somethi",Okay,Oh,1
en_gum-ud-train,159122,?,"'s hard, like this ice here, or a table, or a rock","
 We call it a?


Solid.
 

Very good.
 You should","'s hard, like this ice here, or a table, or a rock?
 We call it a?


Solid.
 

Very good.
 You should",rock,We,1
en_gum-ud-train,159137,?,"his ice here, or a table, or a rock?
 We call it a","


Solid.
 

Very good.
 You should g- — you shoul","his ice here, or a table, or a rock?
 We call it a?


Solid.
 

Very good.
 You should g- — you shoul",a,Solid,1
en_gum-ud-train,159146,.,"ere, or a table, or a rock?
 We call it a?


Solid","
 

Very good.
 You should g- — you should be a ch","ere, or a table, or a rock?
 We call it a?


Solid.
 

Very good.
 You should g- — you should be a ch",Solid,Very,1
en_gum-ud-train,159160,.,"e, or a rock?
 We call it a?


Solid.
 

Very good","
 You should g- — you should be a choir.
 You shou","e, or a rock?
 We call it a?


Solid.
 

Very good.
 You should g- — you should be a choir.
 You shou",good,You,1
en_gum-ud-train,159200,.,"
Very good.
 You should g- — you should be a choir","
 You should go out on the road
there, like, yeah.","
Very good.
 You should g- — you should be a choir.
 You should go out on the road
there, like, yeah.",choir,You,1
en_gum-ud-train,159250,.,".
 You should go out on the road
there, like, yeah","
 

We are.
 

Y- — oh well, I'm glad to meet you.",".
 You should go out on the road
there, like, yeah.
 

We are.
 

Y- — oh well, I'm glad to meet you.",yeah,We,1
en_gum-ud-train,159261,.,"ld go out on the road
there, like, yeah.
 

We are","
 

Y- — oh well, I'm glad to meet you.
 Please gi","ld go out on the road
there, like, yeah.
 

We are.
 

Y- — oh well, I'm glad to meet you.
 Please gi",are,Y-,1
en_gum-ud-train,159300,.,".
 

We are.
 

Y- — oh well, I'm glad to meet you","
 Please give me your itinerary after the
show.
 Y",".
 

We are.
 

Y- — oh well, I'm glad to meet you.
 Please give me your itinerary after the
show.
 Y",you,Please,1
en_gum-ud-train,159347,.,"you.
 Please give me your itinerary after the
show","
 Yes.
 Yes.
 Of course we call it a sholids.
 A s","you.
 Please give me your itinerary after the
show.
 Yes.
 Yes.
 Of course we call it a sholids.
 A s",show,Yes,1
en_gum-ud-train,159353,.,"Please give me your itinerary after the
show.
 Yes","
 Yes.
 Of course we call it a sholids.
 A solid.
","Please give me your itinerary after the
show.
 Yes.
 Yes.
 Of course we call it a sholids.
 A solid.
",Yes,Yes,1
en_gum-ud-train,159359,.," give me your itinerary after the
show.
 Yes.
 Yes","
 Of course we call it a sholids.
 A solid.
 And a"," give me your itinerary after the
show.
 Yes.
 Yes.
 Of course we call it a sholids.
 A solid.
 And a",Yes,Of,1
en_gum-ud-train,159392,.,"
show.
 Yes.
 Yes.
 Of course we call it a sholids","
 A solid.
 And a solid has one
shape.
 The shape ","
show.
 Yes.
 Yes.
 Of course we call it a sholids.
 A solid.
 And a solid has one
shape.
 The shape ",sholids,A,1
en_gum-ud-train,159402,.,"s.
 Yes.
 Of course we call it a sholids.
 A solid","
 And a solid has one
shape.
 The shape that it st","s.
 Yes.
 Of course we call it a sholids.
 A solid.
 And a solid has one
shape.
 The shape that it st",solid,And,1
en_gum-ud-train,159430,.,"it a sholids.
 A solid.
 And a solid has one
shape","
 The shape that it starts out with.
 And what do ","it a sholids.
 A solid.
 And a solid has one
shape.
 The shape that it starts out with.
 And what do ",shape,The,1
en_gum-ud-train,159466,.," has one
shape.
 The shape that it starts out with","
 And what do we call something that you
— that yo"," has one
shape.
 The shape that it starts out with.
 And what do we call something that you
— that yo",with,And,1
en_gum-ud-train,159536,?,"ll something that you
— that you can splish splash","
 Take a bath in.
 Anything wet like soda or milk.","ll something that you
— that you can splish splash?
 Take a bath in.
 Anything wet like soda or milk.",splash,Take,1
en_gum-ud-train,159553,.," you
— that you can splish splash?
 Take a bath in","
 Anything wet like soda or milk.
 

Liquid.
 

Yo"," you
— that you can splish splash?
 Take a bath in.
 Anything wet like soda or milk.
 

Liquid.
 

Yo",in,Anything,1
en_gum-ud-train,159586,.,"?
 Take a bath in.
 Anything wet like soda or milk","
 

Liquid.
 

You're not gonna let me finish, are","?
 Take a bath in.
 Anything wet like soda or milk.
 

Liquid.
 

You're not gonna let me finish, are",milk,Liquid,1
en_gum-ud-train,159597,.,"ath in.
 Anything wet like soda or milk.
 

Liquid","
 

You're not gonna let me finish, are you?
 Yes,","ath in.
 Anything wet like soda or milk.
 

Liquid.
 

You're not gonna let me finish, are you?
 Yes,",Liquid,You're,1
en_gum-ud-train,159641,?,"Liquid.
 

You're not gonna let me finish, are you","
 Yes, we call it a?
 

Liquid.
 

Very good.
 And","Liquid.
 

You're not gonna let me finish, are you?
 Yes, we call it a?
 

Liquid.
 

Very good.
 And",you,Yes,1
en_gum-ud-train,159661,?,"t gonna let me finish, are you?
 Yes, we call it a","
 

Liquid.
 

Very good.
 And a liquid can change","t gonna let me finish, are you?
 Yes, we call it a?
 

Liquid.
 

Very good.
 And a liquid can change",a,Liquid,1
en_gum-ud-train,159672,.," me finish, are you?
 Yes, we call it a?
 

Liquid","
 

Very good.
 And a liquid can change its shape,"," me finish, are you?
 Yes, we call it a?
 

Liquid.
 

Very good.
 And a liquid can change its shape,",Liquid,Very,1
en_gum-ud-train,159686,.,"e you?
 Yes, we call it a?
 

Liquid.
 

Very good","
 And a liquid can change its shape, to f- complet","e you?
 Yes, we call it a?
 

Liquid.
 

Very good.
 And a liquid can change its shape, to f- complet",good,And,1
en_gum-ud-train,159792,.,"ill the bottom
of whatever container you put it in","
 And finally, what do we call something
that's lo","ill the bottom
of whatever container you put it in.
 And finally, what do we call something
that's lo",in,And,1
en_gum-ud-train,159888,?,"'s loose, and floating around like this steam here","
 Or a cloud, or the air
we breathe, we call it a?","'s loose, and floating around like this steam here?
 Or a cloud, or the air
we breathe, we call it a?",here,Or,1
en_gum-ud-train,159938,?,"?
 Or a cloud, or the air
we breathe, we call it a","
 

Gas.
 

Correct.
 A gas.
 And a gas completely","?
 Or a cloud, or the air
we breathe, we call it a?
 

Gas.
 

Correct.
 A gas.
 And a gas completely",a,Gas,1
en_gum-ud-train,159946,.,"cloud, or the air
we breathe, we call it a?
 

Gas","
 

Correct.
 A gas.
 And a gas completely fills w","cloud, or the air
we breathe, we call it a?
 

Gas.
 

Correct.
 A gas.
 And a gas completely fills w",Gas,Correct,1
en_gum-ud-train,159958,.,"e air
we breathe, we call it a?
 

Gas.
 

Correct","
 A gas.
 And a gas completely fills whatever shap","e air
we breathe, we call it a?
 

Gas.
 

Correct.
 A gas.
 And a gas completely fills whatever shap",Correct,A,1
en_gum-ud-train,159966,.," breathe, we call it a?
 

Gas.
 

Correct.
 A gas","
 And a gas completely fills whatever shape contai"," breathe, we call it a?
 

Gas.
 

Correct.
 A gas.
 And a gas completely fills whatever shape contai",gas,And,1
en_gum-ud-train,160034,.,"etely fills whatever shape container you put it
in","
 And so, how do you get water to change, from a s","etely fills whatever shape container you put it
in.
 And so, how do you get water to change, from a s",in,And,1
en_gum-ud-train,160132,?,"a solid, to a liquid, to a gas,
and back and forth","
 

Add energy.
 

Woo.
 I like the way he express","a solid, to a liquid, to a gas,
and back and forth?
 

Add energy.
 

Woo.
 I like the way he express",forth,Add,1
en_gum-ud-train,160147,.,"iquid, to a gas,
and back and forth?
 

Add energy","
 

Woo.
 I like the way he expressed that.
 Never","iquid, to a gas,
and back and forth?
 

Add energy.
 

Woo.
 I like the way he expressed that.
 Never",energy,Woo,1
en_gum-ud-train,160155,.,"o a gas,
and back and forth?
 

Add energy.
 

Woo","
 I like the way he expressed that.
 Never before ","o a gas,
and back and forth?
 

Add energy.
 

Woo.
 I like the way he expressed that.
 Never before ",Woo,I,1
en_gum-ud-train,160190,.," energy.
 

Woo.
 I like the way he expressed that","
 Never before have I heard it, add or
subtract en"," energy.
 

Woo.
 I like the way he expressed that.
 Never before have I heard it, add or
subtract en",that,Never,1
en_gum-ud-train,160290,.,"nergy, or, heat, change the temperature, basically","
 Correct?
 Alright.

Well folks, now I'm going to","nergy, or, heat, change the temperature, basically.
 Correct?
 Alright.

Well folks, now I'm going to",basically,Correct,1
en_gum-ud-train,160300,?," heat, change the temperature, basically.
 Correct","
 Alright.

Well folks, now I'm going to show you "," heat, change the temperature, basically.
 Correct?
 Alright.

Well folks, now I'm going to show you ",Correct,Alright,1
en_gum-ud-train,160310,.,"nge the temperature, basically.
 Correct?
 Alright","

Well folks, now I'm going to show you something ","nge the temperature, basically.
 Correct?
 Alright.

Well folks, now I'm going to show you something ",Alright,Well,1
en_gum-ud-train,160451,.,"mperature, and that's where these balloons come in","
 I have here a
number of balloons, but, l- let's ","mperature, and that's where these balloons come in.
 I have here a
number of balloons, but, l- let's ",in,I,1
en_gum-ud-train,160587,.,"an fit,
into this little itty-bitty container here","
 Well, everybody count together.
 This
would be .","an fit,
into this little itty-bitty container here.
 Well, everybody count together.
 This
would be .",here,Well,1
en_gum-ud-train,160620,.,"ty container here.
 Well, everybody count together","
 This
would be ...
 

There's a- in there.
 

You","ty container here.
 Well, everybody count together.
 This
would be ...
 

There's a- in there.
 

You",together,This,1
en_gum-ud-train,160637,.,".
 Well, everybody count together.
 This
would be ","..
 

There's a- in there.
 

You think, well, oka",".
 Well, everybody count together.
 This
would be ...
 

There's a- in there.
 

You think, well, oka",,,0
en_gum-ud-train,160638,.,"
 Well, everybody count together.
 This
would be .",".
 

There's a- in there.
 

You think, well, okay","
 Well, everybody count together.
 This
would be ...
 

There's a- in there.
 

You think, well, okay",,,0
en_gum-ud-train,160639,.," Well, everybody count together.
 This
would be ..","
 

There's a- in there.
 

You think, well, okay,"," Well, everybody count together.
 This
would be ...
 

There's a- in there.
 

You think, well, okay,",,There's,1
en_gum-ud-train,160663,.,"ogether.
 This
would be ...
 

There's a- in there","
 

You think, well, okay, w- th- th-, I'm glad I ","ogether.
 This
would be ...
 

There's a- in there.
 

You think, well, okay, w- th- th-, I'm glad I ",there,You,1
en_gum-ud-train,160748,.,"th-, I'm glad I never saw d- Citizen Kane with
you","
 Rosebud is a sled.
 Okay.
 Well, let's all count","th-, I'm glad I never saw d- Citizen Kane with
you.
 Rosebud is a sled.
 Okay.
 Well, let's all count",you,Rosebud,1
en_gum-ud-train,160768,.,"r saw d- Citizen Kane with
you.
 Rosebud is a sled","
 Okay.
 Well, let's all count together folks, tha","r saw d- Citizen Kane with
you.
 Rosebud is a sled.
 Okay.
 Well, let's all count together folks, tha",sled,Okay,1
en_gum-ud-train,160775,.,"- Citizen Kane with
you.
 Rosebud is a sled.
 Okay","
 Well, let's all count together folks, that was?
","- Citizen Kane with
you.
 Rosebud is a sled.
 Okay.
 Well, let's all count together folks, that was?
",Okay,Well,1
en_gum-ud-train,160824,?,"y.
 Well, let's all count together folks, that was","
 

One.
 

One.
 

Very good.
 One balloon going ","y.
 Well, let's all count together folks, that was?
 

One.
 

One.
 

Very good.
 One balloon going ",was,One,1
en_gum-ud-train,160832,.,", let's all count together folks, that was?
 

One","
 

One.
 

Very good.
 One balloon going into the",", let's all count together folks, that was?
 

One.
 

One.
 

Very good.
 One balloon going into the",One,One,1
en_gum-ud-train,160840,.,"all count together folks, that was?
 

One.
 

One","
 

Very good.
 One balloon going into the little ","all count together folks, that was?
 

One.
 

One.
 

Very good.
 One balloon going into the little ",One,Very,1
en_gum-ud-train,160854,.,"ther folks, that was?
 

One.
 

One.
 

Very good","
 One balloon going into the little container here","ther folks, that was?
 

One.
 

One.
 

Very good.
 One balloon going into the little container here",good,One,1
en_gum-ud-train,160905,.,"
 One balloon going into the little container here","
 And this would be
...
 

Two.
 

Two.
 Very good","
 One balloon going into the little container here.
 And this would be
...
 

Two.
 

Two.
 Very good",here,And,1
